ID;Municipios;Poblacion;Densidad Comercial;Renta Por Hogar
29027;Benamocarra;3’030;52.8; 21’750 € 
29028;Benaoján;1’470;122.4; 21’000 € 
29029;Benarrabá;440;0; 18’350 € 
29030;Borge, El;910;82.8; 17’000 € 
29031;Burgo, El;1’810;0; 19’700 € 
29032;Campillos;8’300;330.4; 25’200 € 
29033;Canillas de Aceituno;1’700;0; 17’750 € 
29034;Canillas de Albaida;810;0; 18’050 € 
29035;Cañete la Real;1’630;110.2; 20’650 € 
29036;Carratraca;720;139.1; 21’350 € 
29037;Cartajima;260;0; 22’900 € 
29038;Cártama;27’440;254; 26’800 € 
29039;Casabermeja;3’710;346.7; 23’500 € 
29040;Casarabonela;2’530;215.6; 21’300 € 
29041;Casares;7’340;36.9; 23’100 € 
29042;Coín;23’380;494.4; 24’600 € 
29043;Colmenar;3’450;208.7; 20’500 € 
29044;Comares;1’350;66.7; 18’250 € 
29045;Cómpeta;3’870;225.6; 18’750 € 
29046;Cortes de la Frontera;3’030;139.7; 21’100 € 
29047;Cuevas Bajas;1’360;81.2; 20’400 € 
29048;Cuevas del Becerro;1’600;0; 20’850 € 
29049;Cuevas de San Marcos;3’610;319; 20’000 € 
29050;Cútar;600;0; 17’450 € 
29051;Estepona;71’920;386.6; 26’500 € 
29052;Faraján;250;0; 21’350 € 
29053;Frigiliana;3’200;81.3; 20’800 € 
29054;Fuengirola;82’590;394.4; 23’750 € 
29055;Fuente de Piedra;2’770;104.7; 22’200 € 
29056;Gaucín;1’590;401.3; 19’500 € 
29057;Genalguacil;390;383.6; 17’500 € 
29058;Guaro;2’330;0; 20’500 € 
29059;Humilladero;3’290;291.5; 17’550 € 
29060;Igualeja;740;0; 23’100 € 
29061;Istán;1’520;0; 23’550 € 
29062;Iznate;910;109.6; 17’100 € 
29063;Jimera de Líbar;390;0; 21’900 € 
29064;Jubrique;550;0; 16’550 € 
29065;Júzcar;230;0; 20’450 € 
29066;Macharaviaya;520;0; 24’500 € 
29067;Málaga;577’400;284.2; 30’250 € 
29068;Manilva;16’850;425.7; 22’800 € 
29069;Marbella;147’970;368.8; 28’200 € 
29070;Mijas;86’740;344.7; 24’200 € 
29071;Moclinejo;1’240;0; 20’300 € 
29072;Mollina;5’340;224.3; 19’650 € 
29073;Monda;2’760;115.9; 21’550 € 
29074;Montejaque;940;74.6; 19’000 € 
29075;Nerja;21’020;580.1; 23’000 € 
29076;Ojén;4’010;104.7; 22’250 € 
29077;Parauta;250;0; 18’650 € 
29079;Periana;3’160;218.4; 18’700 € 
29080;Pizarra;9’570;474.9; 24’750 € 
29081;Pujerra;300;0; 21’950 € 
29082;Rincón de la Victoria;49’790;384.5; 33’600 € 
29083;Riogordo;2’730;292.6; 20’250 € 
29084;Ronda;33’620;413.8; 26’600 € 
29085;Salares;170;0; 17’050 € 
29086;Sayalonga;1’610;61.3; 16’800 € 
29087;Sedella;590;0; 16’350 € 
29088;Sierra de Yeguas;3’390;38.4; 22’250 € 
29089;Teba;3’730;233.7; 21’150 € 
29090;Tolox;2’200;29.5; 19’750 € 
29091;Torrox;18’940;362.8; 19’750 € 
29092;Totalán;730;0; 19’700 € 
29093;Valle de Abdalajís;2’480;149; 20’750 € 
29094;Vélez-Málaga;82’970;266.5; 26’000 € 
29095;Villanueva de Algaidas;4’130;190.8; 21’250 € 
29096;Villanueva del Rosario;3’370;251; 21’800 € 
29097;Villanueva del Trabuco;5’360;208.4; 21’700 € 
29098;Villanueva de Tapia;1’440;55.7; 21’950 € 
29099;Viñuela;2’050;44; 18’550 € 
29100;Yunquera;2’870;97.7; 20’300 € 
29901;Torremolinos;68’060;266.2; 25’500 € 
29902;Villanueva de la Concepción;3’280;143.4; 23’550 € 
29903;Montecorto;570;0; 20’400 € 
29904;Serrato;470;338.3; 18’650 € 
30001;Abanilla;6’120;52.3; 24’950 € 
30002;Abarán;13’070;157.1; 28’650 € 
30003;Águilas;35’960;539; 26’200 € 
30004;Albudeite;1’390;108.1; 24’850 € 
30005;Alcantarilla;42’560;242.1; 28’600 € 
30006;Aledo;1’080;0; 27’650 € 
30007;Alguazas;9’840;61.7; 26’600 € 
30008;Alhama de Murcia;22’240;415.4; 29’400 € 
30009;Archena;19’500;250.5; 27’200 € 
30010;Beniel;11’510;179.7; 26’900 € 
30011;Blanca;6’610;113.5; 25’450 € 
30012;Bullas;11’620;262.1; 25’700 € 
30013;Calasparra;10’130;279.1; 24’550 € 
30014;Campos del Río;2’060;48.5; 25’700 € 
30015;Caravaca de la Cruz;25’610;402.1; 27’400 € 
30016;Cartagena;216’360;336.4; 31’550 € 
30017;Cehegín;14’800;247.6; 24’350 € 
30018;Ceutí;12’200;228.2; 27’650 € 
30019;Cieza;35’300;177.7; 28’600 € 
30020;Fortuna;10’510;139.2; 23’650 € 
30021;Fuente Álamo de Murcia;17’230;225; 27’500 € 
30022;Jumilla;26’230;201.3; 27’000 € 
30023;Librilla;5’350;127.3; 28’200 € 
30024;Lorca;96’240;327.3; 30’350 € 
30025;Lorquí;7’320;192.6; 26’150 € 
30026;Mazarrón;32’990;455.9; 22’800 € 
30027;Molina de Segura;73’500;311.9; 33’150 € 
30028;Moratalla;7’800;207.8; 24’200 € 
30029;Mula;17’070;270.5; 25’550 € 
30030;Murcia;460’350;288.4; 33’400 € 
30031;Ojós;490;0; 22’850 € 
30032;Pliego;3’870;137.5; 24’700 € 
30033;Puerto Lumbreras;16’060;193.5; 26’950 € 
30034;Ricote;1’260;0; 23’400 € 
30035;San Javier;33’650;636.5; 29’500 € 
30036;San Pedro del Pinatar;26’320;472.8; 26’700 € 
30037;Torre-Pacheco;37’300;263.1; 27’800 € 
30038;Torres de Cotillas, Las;21’840;265.8; 30’000 € 
30039;Totana;32’320;261; 28’450 € 
30040;Ulea;870;0; 26’450 € 
30041;Unión, La;20’540;283.5; 26’950 € 
30042;Villanueva del Río Segura;3’270;0; 24’500 € 
30043;Yecla;35’080;274.9; 26’050 € 
30901;Santomera;16’150;236.9; 29’300 € 
30902;Alcázares, Los;16’940;636.8; 24’500 € 
31001;Abáigar;80;0; 32’750 € 
31002;Abárzuza/Abartzuza;540;0; 34’050 € 
31003;Abaurregaina/Abaurrea Alta;130;0; 36’350 € 
31004;Abaurrepea/Abaurrea Baja;30;0; 36’350 € 
31005;Aberin;350;0; 32’350 € 
31006;Ablitas;2’480;72.6; 28’900 € 
31007;Adiós;170;0; 35’300 € 
31008;Aguilar de Codés;70;0; 28’150 € 
31009;Aibar/Oibar;780;0; 34’600 € 
31010;Altsasu/Alsasua;7’440;491.1; 33’850 € 
31011;Allín/Allin;880;0; 32’750 € 
31012;Allo;930;81.1; 32’350 € 
31013;Améscoa Baja;720;0; 32’750 € 
31014;Ancín/Antzin;330;0; 32’750 € 
31015;Andosilla;2’750;159.9; 31’100 € 
31016;Ansoáin/Antsoain;10’730;783.2; 33’550 € 
31017;Anue;490;0; 38’400 € 
31018;Añorbe;610;0; 35’300 € 
31019;Aoiz/Agoitz;2’790;82.4; 32’550 € 
31020;Araitz;510;0; 34’800 € 
31021;Aranarache/Aranaratxe;70;0; 32’750 € 
31022;Arantza;610;0; 37’650 € 
31023;Aranguren;11’570;275.6; 47’900 € 
31024;Arano;110;0; 37’100 € 
31025;Arakil;970;0; 36’650 € 
31026;Aras;150;0; 29’900 € 
31027;Arbizu;1’110;0; 36’650 € 
31028;Arce/Artzi;250;0; 33’400 € 
31029;Arcos, Los;1’130;97.2; 28’150 € 
31030;Arellano;160;0; 32’350 € 
31031;Areso;270;0; 37’100 € 
31032;Arguedas;2’310;47.6; 30’050 € 
31033;Aria;50;0; 36’350 € 
31034;Aribe;30;3250; 36’350 € 
31035;Armañanzas;50;0; 28’150 € 
31036;Arróniz;1’050;0; 32’350 € 
31037;Arruazu;100;0; 36’650 € 
31038;Artajona;1’740;166.6; 32’600 € 
31039;Artazu;120;0; 35’300 € 
31040;Atez/Atetz;220;0; 38’400 € 
31041;Ayegui/Aiegi;2’430;32.9; 37’900 € 
31042;Azagra;3’780;194.7; 32’900 € 
31043;Azuelo;30;0; 28’150 € 
31044;Bakaiku;350;0; 36’650 € 
31045;Barásoain;610;0; 35’450 € 
31046;Barbarin;50;0; 32’350 € 
31047;Bargota;250;0; 28’150 € 
31048;Barillas;240;0; 28’000 € 
31049;Basaburua;840;0; 38’400 € 
31050;Baztan;7’860;562.1; 34’800 € 
31051;Beire;300;192.7; 30’550 € 
31052;Belascoáin;120;0; 38’200 € 
31053;Berbinzana;680;236.3; 32’600 € 
31054;Bertizarana;600;0; 35’500 € 
31055;Betelu;380;0; 34’800 € 
31056;Biurrun-Olcoz;230;0; 35’300 € 
31057;Buñuel;2’240;222.5; 28’900 € 
31058;Auritz/Burguete;230;438.6; 34’950 € 
31059;Burgui/Burgi;190;0; 30’800 € 
31060;Burlada/Burlata;19’620;356; 34’850 € 
31061;Busto, El;50;0; 28’150 € 
31062;Cabanillas;1’330;0; 31’100 € 
31063;Cabredo;80;0; 28’150 € 
31064;Cadreita;2’050;112; 31’050 € 
31065;Caparroso;2’780;219.1; 32’400 € 
31066;Cárcar;1’120;0; 31’900 € 
31067;Carcastillo;2’490;361.9; 30’500 € 
31068;Cascante;3’960;122.4; 27’650 € 
31069;Cáseda;950;0; 34’600 € 
31070;Castejón;4’310;227.6; 28’000 € 
31071;Castillonuevo;20;0; 34’800 € 
31072;Cintruénigo;8’050;372.9; 30’300 € 
31073;Ziordia;350;0; 34’000 € 
31074;Cirauqui/Zirauki;490;143.4; 34’050 € 
31075;Ciriza/Ziritza;160;0; 38’200 € 
31076;Cizur;3’890;27; 49’950 € 
31077;Corella;8’220;238.9; 29’350 € 
31078;Cortes;3’160;236.4; 30’850 € 
31079;Desojo;70;0; 28’150 € 
31080;Dicastillo;590;0; 32’350 € 
31081;Donamaria;450;0; 35’500 € 
31082;Etxalar;830;84.5; 37’650 € 
31083;Echarri;80;0; 38’200 € 
31084;Etxarri Aranatz;2’490;183.2; 35’650 € 
31085;Etxauri;650;155; 38’200 € 
31086;Valle de Egüés;21’130;152.7; 40’950 € 
31087;Elgorriaga;210;0; 35’500 € 
31088;Noáin (Valle de Elorz)/Noain (Elortzibar);8’350;260.2; 36’500 € 
31089;Enériz/Eneritz;300;0; 35’300 € 
31090;Eratsun;150;0; 35’500 € 
31091;Ergoiena;370;0; 36’650 € 
31092;Erro;790;151.9; 34’950 € 
31093;Ezcároz/Ezkaroze;310;0; 35’050 € 
31094;Eslava;110;0; 34’600 € 
31095;Esparza de Salazar/Espartza Zaraitzu;70;0; 35’050 € 
31096;Espronceda;100;0; 28’150 € 
31097;Estella-Lizarra;13’910;824.6; 31’600 € 
31098;Esteribar;2’790;11.5; 42’550 € 
31099;Etayo;70;0; 32’350 € 
31100;Eulate;280;0; 32’750 € 
31101;Ezcabarte;1’810;0; 41’500 € 
31102;Ezkurra;140;0; 35’500 € 
31103;Ezprogui;40;0; 34’600 € 
31104;Falces;2’320;99.3; 28’700 € 
31105;Fitero;2’080;0; 26’000 € 
31106;Fontellas;1’000;0; 32’550 € 
31107;Funes;2’450;48.9; 31’700 € 
31108;Fustiñana;2’490;339.4; 31’800 € 
31109;Galar;2’270;5736.1; 43’400 € 
31110;Gallipienzo/Galipentzu;100;0; 34’600 € 
31111;Gallués/Galoze;100;0; 35’050 € 
31112;Garaioa;100;0; 36’350 € 
31113;Garde;140;0; 30’800 € 
31114;Garínoain;500;0; 35’450 € 
31115;Garralda;190;0; 36’350 € 
31116;Genevilla;60;0; 28’150 € 
31117;Goizueta;690;334.3; 37’100 € 
31118;Goñi;160;0; 41’500 € 
31119;Güesa/Gorza;30;0; 35’050 € 
31120;Guesálaz/Gesalatz;440;0; 34’050 € 
31121;Guirguillano;80;0; 35’300 € 
31122;Huarte/Uharte;7’820;453.7; 38’650 € 
31123;Uharte Arakil;780;256.1; 36’650 € 
31124;Ibargoiti;260;0; 38’200 € 
31125;Igúzquiza;320;0; 32’350 € 
31126;Imotz;440;0; 38’400 € 
31127;Irañeta;170;0; 36’650 € 
31128;Isaba/Izaba;410;443.9; 30’800 € 
31129;Ituren;510;0; 35’500 € 
31130;Iturmendi;430;232; 36’650 € 
31131;Iza/Itza;1’290;0; 41’500 € 
31132;Izagaondoa;170;0; 38’200 € 
31133;Izalzu/Itzaltzu;40;2368.4; 35’050 € 
31134;Jaurrieta;180;0; 35’050 € 
31135;Javier;130;0; 36’200 € 
31136;Juslapeña;580;0; 41’500 € 
31137;Beintza-Labaien;210;0; 35’500 € 
31138;Lakuntza;1’270;236.6; 36’650 € 
31139;Lana;160;0; 32’750 € 
31140;Lantz;150;0; 38’400 € 
31141;Lapoblación;130;0; 28’150 € 
31142;Larraga;2’110;78.3; 33’000 € 
31143;Larraona;100;0; 32’750 € 
31144;Larraun;920;109.2; 34’800 € 
31145;Lazagurría;170;0; 29’900 € 
31146;Leache/Leatxe;30;0; 34’600 € 
31147;Legarda;120;0; 35’300 € 
31148;Legaria;110;0; 32’750 € 
31149;Leitza;3’010;187.7; 37’650 € 
31150;Leoz/Leotz;230;0; 35’450 € 
31151;Lerga;50;0; 34’600 € 
31152;Lerín;1’770;0; 31’900 € 
31153;Lesaka;2’740;136.7; 37’600 € 
31154;Lezáun;240;0; 34’050 € 
31155;Liédena;320;0; 36’200 € 
31156;Lizoáin-Arriasgoiti;310;0; 38’200 € 
31157;Lodosa;4’840;405.5; 30’550 € 
31158;Lónguida/Longida;280;0; 33’400 € 
31159;Lumbier;1’290;152.4; 34’800 € 
31160;Luquin;130;0; 32’350 € 
31161;Mañeru;420;0; 34’050 € 
31162;Marañón;50;0; 28’150 € 
31163;Marcilla;2’870;224; 32’150 € 
31164;Mélida;730;116; 31’150 € 
31165;Mendavia;3’510;177.2; 28’650 € 
31166;Mendaza;300;0; 32’750 € 
31167;Mendigorría;1’110;170.9; 32’600 € 
31168;Metauten;290;0; 32’750 € 
31169;Milagro;3’470;218.7; 31’500 € 
31170;Mirafuentes;60;0; 28’150 € 
31171;Miranda de Arga;850;76.3; 32’600 € 
31172;Monreal/Elo;480;0; 38’200 € 
31173;Monteagudo;1’110;117.6; 28’000 € 
31174;Morentin;120;0; 32’350 € 
31175;Mues;90;0; 28’150 € 
31176;Murchante;4’140;207.7; 29’500 € 
31177;Murieta;360;0; 32’750 € 
31178;Murillo el Cuende;670;89.2; 31’150 € 
31179;Murillo el Fruto;660;112.8; 31’150 € 
31180;Muruzábal;250;315; 35’300 € 
31181;Navascués/Nabaskoze;120;0; 35’050 € 
31182;Nazar;40;0; 28’150 € 
31183;Obanos;930;64.7; 35’300 € 
31184;Oco;70;0; 32’750 € 
31185;Ochagavía/Otsagabia;500;302.4; 35’050 € 
31186;Odieta;360;0; 38’400 € 
31187;Oiz;130;0; 35’500 € 
31188;Olaibar;390;0; 41’500 € 
31189;Olazti/Olazagutía;1’480;185.2; 34’000 € 
31190;Olejua;50;0; 32’350 € 
31191;Olite/Erriberri;4’000;130.6; 32’850 € 
31192;Olóriz/Oloritz;210;0; 35’450 € 
31193;Cendea de Olza/Oltza Zendea;1’870;42.8; 37’400 € 
31194;Ollo;410;0; 41’500 € 
31195;Orbaizeta;190;0; 36’350 € 
31196;Orbara;30;0; 36’350 € 
31197;Orísoain;90;0; 35’450 € 
31198;Oronz/Orontze;50;0; 35’050 € 
31199;Oroz-Betelu/Orotz-Betelu;140;0; 33’400 € 
31200;Oteiza;940;63.8; 32’350 € 
31201;Pamplona/Iruña;203’240;292.8; 35’950 € 
31202;Peralta/Azkoien;5’970;606.9; 33’950 € 
31203;Petilla de Aragón;30;0; 36’200 € 
31204;Piedramillera;40;0; 32’750 € 
31205;Pitillas;530;169.2; 30’550 € 
31206;Puente la Reina/Gares;2’920;237.7; 32’200 € 
31207;Pueyo;350;0; 35’450 € 
31208;Ribaforada;3’720;253.9; 31’650 € 
31209;Romanzado;190;0; 34’800 € 
31210;Roncal/Erronkari;210;0; 30’800 € 
31212;Sada;140;0; 34’600 € 
31213;Saldías;110;0; 35’500 € 
31214;Salinas de Oro/Jaitz;110;463; 34’050 € 
31215;San Adrián;6’370;232.2; 32’300 € 
31216;Sangüesa/Zangoza;4’870;541.3; 36’950 € 
31217;San Martín de Unx;390;0; 30’550 € 
31219;Sansol;100;0; 28’150 € 
31220;Santacara;870;115.6; 31’150 € 
31221;Doneztebe/Santesteban;1’830;273.8; 35’500 € 
31222;Sarriés/Sartze;60;0; 35’050 € 
31223;Sartaguda;1’290;0; 29’450 € 
31224;Sesma;1’150;191.5; 29’450 € 
31225;Sorlada;50;0; 28’150 € 
31226;Sunbilla;670;0; 35’500 € 
31227;Tafalla;10’580;650.3; 34’350 € 
31228;Tiebas-Muruarte de Reta;650;0; 35’300 € 
31229;Tirapu;50;0; 35’300 € 
31230;Torralba del Río;90;0; 28’150 € 
31231;Torres del Río;120;0; 28’150 € 
31232;Tudela;37’010;402.6; 32’750 € 
31233;Tulebras;140;0; 28’000 € 
31234;Ucar;180;0; 35’300 € 
31235;Ujué;170;0; 30’550 € 
31236;Ultzama;1’670;53.9; 38’400 € 
31237;Unciti;230;0; 38’200 € 
31238;Unzué/Untzue;160;0; 35’450 € 
31239;Urdazubi/Urdax;350;172.4; 34’850 € 
31240;Urdiain;660;0; 34’000 € 
31241;Urraul Alto;140;0; 34’800 € 
31242;Urraul Bajo;310;0; 34’800 € 
31243;Urroz-Villa;400;0; 38’200 € 
31244;Urroz;180;0; 35’500 € 
31245;Urzainqui/Urzainki;90;0; 30’800 € 
31246;Uterga;170;0; 35’300 € 
31247;Uztárroz/Uztarroze;150;0; 30’800 € 
31248;Luzaide/Valcarlos;320;0; 34’950 € 
31249;Valtierra;2’440;181.2; 31’450 € 
31250;Bera;3’760;247.4; 37’550 € 
31251;Viana;4’340;1761.3; 30’800 € 
31252;Vidángoz/Bidankoze;80;0; 30’800 € 
31253;Bidaurreta;170;0; 38’200 € 
31254;Villafranca;2’910;276.9; 31’250 € 
31255;Villamayor de Monjardín;120;0; 32’350 € 
31256;Hiriberri/Villanueva de Aezkoa;100;0; 36’350 € 
31257;Villatuerta;1’260;143.1; 32’700 € 
31258;Villava/Atarrabia;10’130;286.9; 38’050 € 
31259;Igantzi;590;0; 37’650 € 
31260;Valle de Yerri/Deierri;1’560;0; 34’050 € 
31261;Yesa;290;0; 36’200 € 
31262;Zabalza/Zabaltza;300;0; 38’200 € 
31263;Zubieta;300;0; 35’500 € 
31264;Zugarramurdi;210;0; 34’850 € 
31265;Zúñiga;80;0; 32’750 € 
31901;Barañain;19’850;192.7; 40’000 € 
31902;Berrioplano/Berriobeiti;7’470;260.3; 41’300 € 
31903;Berriozar;10’720;244.8; 32’500 € 
31904;Irurtzun;2’300;154.6; 34’250 € 
31905;Beriáin;4’130;133.8; 34’550 € 
31906;Orkoien;4’160;172.4; 40’050 € 
31907;Zizur Mayor/Zizur Nagusia;15’200;192.8; 42’750 € 
31908;Lekunberri;1’620;120.1; 34’800 € 
32001;Allariz;6’310;311.9; 27’800 € 
32002;Amoeiro;2’330;0; 28’450 € 
32003;Arnoia, A;950;0; 27’750 € 
32004;Avión;1’740;109.3; 16’200 € 
32005;Baltar;920;163.2; 24’150 € 
32006;Bande;1’490;296.6; 22’000 € 
32007;Baños de Molgas;1’480;0; 24’100 € 
32008;Barbadás;11’020;1212.9; 29’150 € 
32009;Barco de Valdeorras, O;13’380;862.3; 29’250 € 
32010;Beade;380;395.8; 23’250 € 
32011;Beariz;970;0; 18’000 € 
32012;Blancos, Os;750;0; 23’850 € 
32013;Boborás;2’210;0; 20’700 € 
32014;Bola, A;1’080;0; 22’100 € 
32015;Bolo, O;830;114.7; 20’200 € 
32016;Calvos de Randín;720;0; 22’500 € 
32017;Carballeda de Valdeorras;1’460;119.9; 30’650 € 
32018;Carballeda de Avia;1’250;0; 20’200 € 
32019;Carballiño, O;13’910;448.8; 23’900 € 
32020;Cartelle;2’570;0; 22’400 € 
32021;Castrelo do Val;980;71.5; 22’050 € 
32022;Castrelo de Miño;1’320;0; 24’500 € 
32023;Castro Caldelas;1’180;329.9; 26’050 € 
32024;Celanova;5’650;480.5; 24’700 € 
32025;Cenlle;1’090;0; 26’100 € 
32026;Coles;3’120;44.8; 27’600 € 
32027;Cortegada;1’060;282.8; 23’350 € 
32028;Cualedro;1’640;0; 21’300 € 
32029;Chandrexa de Queixa;480;0; 22’900 € 
32030;Entrimo;1’130;287.2; 23’500 € 
32031;Esgos;1’110;108.2; 26’300 € 
32032;Xinzo de Limia;9’620;832.6; 26’050 € 
32033;Gomesende;690;0; 19’650 € 
32034;Gudiña, A;1’230;251.6; 24’200 € 
32035;Irixo, O;1’400;0; 24’200 € 
32036;Xunqueira de Ambía;1’370;0; 21’900 € 
32037;Xunqueira de Espadanedo;740;0; 26’800 € 
32038;Larouco;430;0; 23’900 € 
32039;Laza;1’220;0; 22’250 € 
32040;Leiro;1’510;0; 21’850 € 
32041;Lobeira;770;136.5; 25’450 € 
32042;Lobios;1’670;328.9; 22’700 € 
32043;Maceda;2’850;279; 26’350 € 
32044;Manzaneda;850;354.6; 26’100 € 
32045;Maside;2’720;690.6; 23’800 € 
32046;Melón;1’130;0; 21’650 € 
32047;Merca, A;1’940;170.2; 25’750 € 
32048;Mezquita, A;1’010;208.7; 23’350 € 
32049;Montederramo;710;0; 23’300 € 
32050;Monterrei;2’500;0; 21’900 € 
32051;Muíños;1’450;143.7; 26’100 € 
32052;Nogueira de Ramuín;2’070;0; 24’650 € 
32053;Oímbra;1’710;0; 23’400 € 
32054;Ourense;104’600;434.6; 30’300 € 
32055;Paderne de Allariz;1’370;0; 27’400 € 
32056;Padrenda;1’650;0; 21’200 € 
32057;Parada de Sil;540;0; 25’250 € 
32058;Pereiro de Aguiar, O;6’470;115.9; 33’200 € 
32059;Peroxa, A;1’830;0; 24’400 € 
32060;Petín;880;0; 24’000 € 
32061;Piñor;1’160;0; 26’050 € 
32062;Porqueira;830;0; 24’700 € 
32063;Pobra de Trives, A;2’010;478.9; 26’150 € 
32064;Pontedeva;490;0; 24’450 € 
32065;Punxín;700;0; 25’100 € 
32066;Quintela de Leirado;610;0; 19’100 € 
32067;Rairiz de Veiga;1’220;0; 24’500 € 
32068;Ramirás;1’510;0; 19’900 € 
32069;Ribadavia;5’010;489.9; 25’600 € 
32070;San Xoán de Río;510;0; 22’700 € 
32071;Riós;1’460;67.2; 21’250 € 
32072;Rúa, A;4’240;539; 25’950 € 
32073;Rubiá;1’390;61.2; 26’100 € 
32074;San Amaro;1’050;0; 23’250 € 
32075;San Cibrao das Viñas;5’510;10.9; 30’300 € 
32076;San Cristovo de Cea;2’070;24.1; 26’800 € 
32077;Sandiás;1’180;0; 27’550 € 
32078;Sarreaus;1’110;0; 24’700 € 
32079;Taboadela;1’450;0; 27’800 € 
32080;Teixeira, A;340;0; 23’150 € 
32081;Toén;2’370;73.7; 29’000 € 
32082;Trasmiras;1’260;0; 22’650 € 
32083;Veiga, A;890;90.3; 21’000 € 
32084;Verea;910;0; 22’150 € 
32085;Verín;13’640;594.5; 24’300 € 
32086;Viana do Bolo;2’790;340.2; 25’150 € 
